name,link,cuisine,rating,address,from,tel,coordinate,description
1735. Bistro Du Le Pin,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10444783-Reviews-Bistro_Du_Le_Pin-Singapore.html,"Japanese, Asian",4.5,"150 Orchard Road #02-25 Orchard Plaza, Singapore 238841 Singapore","Somerset,0.3 km from Orchard Road",+65 6734 5530,"1.301320,103.841408","DetailsCUISINESJapanese, Asian, FusionMealsDinnerFEATURESReservations, Table Service, SeatingView all detailsfeatures"
The Refinery Restaurant & Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7334319-Reviews-The_Refinery_Restaurant_Bar-Singapore.html,"Bar, Grill",4,"115 King George's Avenue Ann Chuan Industrial Building Unit 01-02, Singapore 208561 Singapore","Lavender,1.3 km from Little India",+65 6293 1204,"1.310640,103.862183","Mentioned inSingapore’s off-the-beaten track neighbourhoodsvisitsingapore.comBy Visit SingaporeBest of Jalan Besar, SingaporeBy Our Grandfather StoryDetailsPRICE RANGES$10 - S$30View all details"
1736. Ponggol Choon Seng Seafood Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1899373-Reviews-Ponggol_Choon_Seng_Seafood_Restaurant-Singapore.html,"Chinese, Seafood",4,"23A Turnhouse Road, Singapore 507760 Singapore",Changi,+65 6546 5251,"1.390670,103.979370","Food and ambienceChinese, Seafood, Asian, SingaporeanAn exciting rediscovery of crab in SingaporeThis is purportedly Singapore’s oldest seafood’s restaurant and whether that’...Very good chilli crab... Best in Singapore!"
1737. Lai Huat Signatures,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8797759-Reviews-Lai_Huat_Signatures-Singapore.html,"Chinese, Asian",4,"23 China Street, Singapore 049565 Singapore","Outram,0.4 km from Chinatown",+65 6636 3828,"1.283569,103.847778","DetailsPRICE RANGES$10 - S$50CUISINESChinese, Asian, Seafood, SingaporeanMealsLunch, DinnerView all detailsfeatures"
1738. Buddy Hoagies - Bukit Timah,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430668-Reviews-Buddy_Hoagies_Bukit_Timah-Singapore.html,European,4,"170 Upper Bukit Timah Road Bukit Timah Shopping Centre #B1-05 Bt Timah Shopping Centre, Singapore 588179 Singapore","Moulmein,6.1 km from Singapore Botanic Gardens",+65 6466 1505,"1.343163,103.775719","DetailsCUISINESEuropeanMealsLunch, Dinner, BrunchFEATURESSeating, Reservations, Wheelchair AccessibleView all detailsfeatures"
1739. PappaRich Novotel on Stevens,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13279474-Reviews-PappaRich_Novotel_on_Stevens-Singapore.html,"Asian, Malaysian",4,"30 Stevens Road, Singapore 257840 Singapore","Tanglin,1.3 km from Singapore Botanic Gardens",+65 6732 1151,"1.313661,103.828827","DetailsPRICE RANGES$10 - S$20CUISINESAsian, MalaysianMealsLunch, Dinner, BreakfastView all detailsfeatures, about"
1740. Crystal Jade La Mian Xiao Long Bao (Takashimaya),https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856089-Reviews-Crystal_Jade_La_Mian_Xiao_Long_Bao_Takashimaya-Singapore.html,"Chinese, Asian",3.5,"391 Orchard Road Ngee Ann City Takashimaya Shopping Centre #B2-36A, Singapore 238873 Singapore","Somerset,0.3 km from Orchard Road",+65 6733 3229,"1.302957,103.835823","Food and ambienceChinese, AsianAbsolutely super Dim SumIt’s dumplings dried noodles was good too.The yum cha / dim sum is awesome"
Alt. Pizza,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6809347-Reviews-Alt_Pizza-Singapore.html,"Bar, Pizza",4,"01-602, Suntec Tower 4 Suntec City Tower 4 #01-602, Singapore 038983 Singapore","Central Area/City Area,0.7 km from Singapore Flyer",+65 6836 9207,"1.294778,103.859352","DetailsPRICE RANGES$14 - S$42CUISINESBar, Pizza, PubSpecial DietsVegetarian FriendlyView all detailsmeals, features, about"
City Hot Pot,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19126287-Reviews-City_Hot_Pot-Singapore.html,"Chinese, Seafood",5,"7 Wallich Street Tanjong Pagar Centre #B1-04/05, Guoco Tower, Singapore 078884 Singapore",0.7 km from Chinatown,+65 6721 9501,"1.277070,103.845787","DetailsPRICE RANGES$20 - S$30CUISINESChinese, Seafood, Asian, Soups, SingaporeanMealsLunch, DinnerView all detailsfeatures, about"
1741. Cafe&Meal MUJI,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11775116-Reviews-Cafe_Meal_MUJI-Singapore.html,"Cafe, Asian",4,"252 North Bridge Road, #02-020/22, Raffles City Shopping Centre, Singapore 179101 Singapore","City Hall,0.2 km from City Hall Building",+65 6264 4189,"1.294635,103.852905","DetailsCUISINESCafe, AsianSpecial DietsVegetarian Friendly, Vegan OptionsMealsLunch, DinnerView all detailsmeals, features"
1742. Meat and Green,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8396589-Reviews-Meat_and_Green-Singapore.html,"16 reviews,$",5,"38 Circular Road, Singapore 049394 Singapore","Central Area/City Area,0.6 km from Merlion Park",+65 9374 8449,"1.286383,103.849121","DetailsPRICE RANGES$17 - S$40Special DietsVegetarian Friendly, Vegan OptionsMealsDinner, Lunch, DrinksView all detailsfeatures"
1743. Prive Somerset,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15815637-Reviews-Prive_Somerset-Singapore.html,"American, Pizza",4.5,"313 Orchard Road #01-28 313 @ Somerset, Singapore 238895 Singapore",0.1 km from Orchard Road,+65 6776 0777,"1.300965,103.837921","DetailsPRICE RANGES$10 - S$50CUISINESAmerican, Pizza, Cafe, AsianMealsLunch, DinnerView all detailsfeatures, about"
1744. Teppan-Ya,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7369419-Reviews-Teppan_Ya-Singapore.html,"Japanese, Sushi",4,"5 Raffles Avenue Mandarin oriental, Singapore 039797 Singapore","Marina Centre,0.5 km from Merlion Park",+65 6885 3595,"1.289991,103.857872","DetailsCUISINESJapanese, Sushi, AsianMealsDinner, LunchFEATURESReservations, Seating, Serves Alcohol, Table ServiceView all detailsfeatures, about"
1745. YAYOI Japanese Teishoku Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10629923-Reviews-YAYOI_Japanese_Teishoku_Restaurant-Singapore.html,"Japanese, Asian",4,"9 Raffles Boulevard Millenia Walk #01-03/04/05, Millenia Walk, Singapore 039596 Singapore","Marina Centre,0.8 km from Merlion Park",+65 6337 0034,"1.292300,103.859680","DetailsCUISINESJapanese, AsianMealsLunch, Dinner, BrunchFEATURESSeating, Parking Available, Wine and Beer, Accepts Credit Cards, Takeout, Reservations, Highchairs Available, Wheelchair Accessible, Table ServiceView all detailsfeatures, about"
Tiong Bahru Hainanese Boneless Chicken Rice,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7249381-Reviews-Tiong_Bahru_Hainanese_Boneless_Chicken_Rice-Singapore.html,"Chinese, Asian",4,"56 Smith Street Chinatown, Singapore 058961 Singapore","Outram,0.1 km from Chinatown",+65 6323 0191,"1.282877,103.843254","DetailsPRICE RANGES$5 - S$5CUISINESChinese, Asian, SingaporeanMealsLunch, Dinner, BrunchView all detailsfeatures, about"
1746. Jack's Place Steak House & Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425009-Reviews-Jack_s_Place_Steak_House_Restaurant-Singapore.html,"American, Steakhouse",4,"Blk 730 Ang Mo Kio Ave 6 #01-4274, Singapore 560730 Singapore",Ang Mo Kio,+65 6454 9677,"1.373430,103.845757","DetailsCUISINESAmerican, SteakhouseMealsLunch, Dinner, BrunchFEATURESReservations, Seating, Highchairs Available, Takeout, Wheelchair Accessible, Table ServiceView all detailsfeatures"
1747. Kajiken,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10209584-Reviews-Kajiken-Singapore.html,"Japanese, Asian",4,"1 Tras Link #01-07 Orchid Hotel, Singapore 078867 Singapore","Outram,0.6 km from Chinatown",+65 9831 0441,"1.276939,103.843605","DetailsCUISINESJapanese, AsianMealsLunch, DinnerFEATURESTakeout, Reservations, Seating, Table ServiceView all detailsfeatures"
1748. Astons Specialties,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d775739-Reviews-Astons_Specialties-Singapore.html,Steakhouse,3.5,"119 East Coast Road, Singapore 428806 Singapore","Marine Parade,0.8 km from East Coast Park",+65 6247 7857,"1.305960,103.904572","DetailsCUISINESSteakhouseMealsLunch, DinnerFEATURESSeating, Serves Alcohol, Wheelchair Accessible, Table ServiceView all detailsfeatures"
1749. Chef Wan's Kitchen,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12621984-Reviews-Chef_Wan_s_Kitchen-Singapore.html,"Asian, Malaysian",4,"8 Raffles Avenue Esplanade Mall #02-14, Esplanade Mall, Singapore 039802 Singapore","Marina Centre,0.3 km from Merlion Park",+65 6397 4911,"1.289289,103.856010","DetailsCUISINESAsian, MalaysianSpecial DietsHalalMealsLunch, DinnerView all detailsmeals, features, about"
1750. Modesto's,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6973134-Reviews-Modesto_s-Singapore.html,"Italian, Pizza",3.5,"1 Tanglin Road Orchard Parade Hotel Floor 01 Unit 10 09 Orchard Parade Hotel, Singapore 247905 Singapore","Central Area/City Area,1.1 km from Singapore Botanic Gardens",+65 6235 7808,"1.306827,103.828323","Food and ambienceItalian, Pizza, European, Vegetarian FriendlyMany options and combinations to choose from for a wood fired pizza.We opted to sit on terrace under a fan and observe the busy Singaporean traff...... and I ordered the thin crusted margherita pizza with tomato and basil.Excellent quality and staff happy to customise any of the standard offerings."
Red Sparrow,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13958454-Reviews-Red_Sparrow-Singapore.html,"Asian, Vietnamese",4.5,"Blk 11 Dempsey Road #01-18, Singapore 249673 Singapore","Tanglin,1.0 km from Singapore Botanic Gardens",+65 6776 6118,"1.304130,103.810112","Food and ambienceAsian, Vietnamese, Vegetarian Friendly, Vegan OptionsYummy Mud crab noodles!Loved the savoury pancakes and the grilled meats, especially the chargrilled...The lobster and prawns were fresh and juicy.... done n blend very well with the egg The Vietnamese pancakes is a must try."
1751. Moc Quan,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7389992-Reviews-Moc_Quan-Singapore.html,"Asian, Street Food",4,"81 Clemenceau Avenue #01-23 Ue Square, Singapore 239917 Singapore","Central Area/City Area,0.8 km from National Museum of Singapore",+65 6736 0123,"1.292423,103.842590","DetailsPRICE RANGES$14 - S$49CUISINESAsian, Street Food, VietnameseMealsLunch, DinnerView all detailsfeatures, about"
1752. White Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6555546-Reviews-White_Restaurant-Singapore.html,"Asian, Singaporean",3.5,"22 Jalan Tampang Sembawang Garden Arcade, Singapore 758966 Singapore","Sembawang,5.4 km from Singapore Zoo",+65 6257 2002,"1.441520,103.823547","DetailsPRICE RANGES$7 - S$14CUISINESAsian, Singaporean, ChineseMealsLunch, DinnerView all detailsfeatures"
1753. Din Tai Fung,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430995-Reviews-Din_Tai_Fung-Singapore.html,"Chinese, Asian",4,"4 Tampines Central 5 Tampines Mall #02-01/31 Tampines Mall, Singapore 529510 Singapore",Tampines East,+65 6787 0998,"1.352561,103.945351","Food and ambienceChinese, Asian, TaiwaneseOf course I didn’t forget to try their Ziao long bao.Dumplings, bao, prawn fritters, fried rice and so many other things.Tip: come early or get a queue number and continue your shopping!"
1754. Crystal Jade,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1020879-Reviews-Crystal_Jade-Singapore.html,"Chinese, Asian",4,"68 Orchard Road #02-32 Plaza Singapura, Singapore 238839 Singapore","Museum,0.7 km from Orchard Road",+65 6336 2833,"1.299797,103.844849","DetailsPRICE RANGES$14 - S$28CUISINESChinese, Asian, SingaporeanMealsLunch, DinnerView all detailsfeatures"
1755. Pho Stop,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6033004-Reviews-Pho_Stop-Singapore.html,"Asian, Vietnamese",4.5,"72 Tanjong Pagar Road Chinatown, Singapore 088493 Singapore","Outram,0.4 km from Chinatown",+65 6534 8178,"1.278720,103.843758","DetailsCUISINESAsian, VietnameseSpecial DietsVegetarian Friendly, Vegan OptionsMealsLunch, DinnerView all detailsmeals, features"
Kafe Utu,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15777356-Reviews-Kafe_Utu-Singapore.html,"African, Bar",4.5,"12 Jiak Chuan Road, Singapore 089265 Singapore",0.4 km from Chinatown,+65 6996 3937,"1.279847,103.841942","Mentioned in10 of the 'most Instagrammable' cafes in the worldinsider.comBy Business InsiderFood and ambienceAfrican, Bar, Cafe, International, Pub, AustralianWhen we asked the waiter, he retorted the bartender decided late to do it whi...The bartender was amazing and prepared really beautiful cocktails.We had the boozy shakes to go with the Swahili fish curry, Liberian peanut ch..."
1756. Q-WA Izakaya (Beach Road),https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14801152-Reviews-Q_WA_Izakaya_Beach_Road-Singapore.html,"Japanese, Asian",4,"103 Beach Road Marrison Hotel #01-02, Singapore 189704 Singapore","Central Area/City Area,0.4 km from Arab Street",+65 8336 7728,"1.298214,103.857483","DetailsCUISINESJapanese, Asian, Bar, PubMealsDinner, LunchFEATURESReservations, Seating, Serves Alcohol, Table ServiceView all detailsfeatures, about"
1757. Nakhon Kitchen Holland Village,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8308568-Reviews-Nakhon_Kitchen_Holland_Village-Singapore.html,"Asian, Thai",3.5,"27 Lorong Liput Holland Village, Singapore 277738 Singapore","Holland Village,2.6 km from Singapore Botanic Gardens",+65 6469 6862,"1.310442,103.794998","DetailsCUISINESAsian, ThaiMealsLunch, DinnerFEATURESTakeout, Outdoor Seating, Seating, Serves Alcohol, Table ServiceView all detailsfeatures"
1758. Belly View Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2538706-Reviews-Belly_View_Cafe-Singapore.html,"Chinese, Bar",4,"11 Changi Coast Walk Safra Resort Sea Sports Centre Singapore 499740, Singapore 499740 Singapore",Tampines,+65 6214 9168,"1.316122,103.977776","DetailsCUISINESChinese, Bar, Asian, Seafood, PubSpecial DietsVegetarian FriendlyMealsBreakfast, Lunch, DinnerView all detailsmeals, features"
1759. Paddy Hills,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7804562-Reviews-Paddy_Hills-Singapore.html,Cafe,4,"38 South Buona Vista Road, Singapore 118164 Singapore","Pasir Panjang 2,3.8 km from Singapore Cable Car",+65 6479 0800,"1.280953,103.787048","Mentioned inSingaporeBy DameTravelerDetailsCUISINESCafeMealsLunch, Breakfast, Dinner, BrunchView all details"
1760. LINO,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15244922-Reviews-LINO-Singapore.html,"Italian, Pizza",4,"7 Binjai Park Binjai Park, Singapore 589821 Singapore","Swiss Club,4.7 km from Singapore Botanic Gardens",+65 6463 7800,"1.335758,103.786613","DetailsPRICE RANGES$56 - S$139CUISINESItalian, PizzaSpecial DietsVegetarian FriendlyView all detailsmeals, features, about"
Alba 1836 Wine Bar & Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7254819-Reviews-Alba_1836_Wine_Bar_Restaurant-Singapore.html,"Italian, European",4.5,"28 Duxton Hill #01-01, Singapore 089610 Singapore","Outram,0.5 km from Chinatown",+65 6222 2048,"1.278262,103.842712","DetailsCUISINESItalian, EuropeanSpecial DietsVegetarian Friendly, Gluten Free OptionsMealsDinner, LunchView all detailsmeals, features, about"
1761. Lepak At Rayz,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12072161-Reviews-Lepak_At_Rayz-Singapore.html,Asian,4.5,"62 Bussorah Street, Singapore 199478 Singapore","Central Area/City Area,1.0 km from Little India",+65 6352 6651,"1.301480,103.859596","DetailsPRICE RANGES$8 - S$31CUISINESAsianSpecial DietsVegetarian Friendly, HalalView all detailsmeals, features"
1762. Keisuke Kani King,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10354395-Reviews-Keisuke_Kani_King-Singapore.html,"Japanese, Asian",4,"8 Grange Road Cathay Cineleisure  Orchard #01-03 Cathay Cineleisure, Singapore 239695 Singapore","Somerset,0.2 km from Orchard Road",+65 6262 6968,"1.301191,103.836800","Food and ambienceJapanese, Asian, SoupsThe menu has great options and the spicy crab ramen is delicious so it is a g...... hard boiled eggs, gomashino cabbage and bean sprouts, if you dine in.The Expensive Ramen with Long queueSuper flavour plus the usual pork, soft boiled egg and noodles."
1763. Hjh Maimunah,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12871938-Reviews-Hjh_Maimunah-Singapore.html,"Asian, Indonesian",4,"11 Jalan Pisang, Singapore 199078 Singapore","Central Area/City Area,0.8 km from Little India",+65 6291 3132,"1.303110,103.858521","DetailsCUISINESAsian, Indonesian, MalaysianSpecial DietsHalalMealsBreakfast, Lunch, Dinner, BrunchView all detailsmeals, features"
1764. Rasa Istimewa,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4885431-Reviews-Rasa_Istimewa-Singapore.html,"Seafood, Asian",4,"6A Admiralty Road West Waterfront Park, Singapore 757445 Singapore",5.8 km from Singapore Zoo,+65 6366 9339,"1.453914,103.777740","DetailsCUISINESSeafood, Asian, Singaporean, MalaysianSpecial DietsHalalMealsLunch, DinnerView all detailsmeals, features"
1765. Sbagliato Kitchen and Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13854555-Reviews-Sbagliato_Kitchen_and_Bar-Singapore.html,"Italian, Pizza",4.5,"23 Pekin Street Laneway between Subway and Starbuck and opposite Bergs, Singapore 049946 Singapore","Outram,0.5 km from Chinatown",+65 6787 9660,"1.283086,103.848663","DetailsPRICE RANGES$15 - S$35CUISINESItalian, PizzaSpecial DietsVegetarian Friendly, Vegan OptionsView all detailsmeals, features"
Thai Kha,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15242797-Reviews-Thai_Kha-Singapore.html,"Thai, Asian",4.5,"2 Havelock Road #01-01, Singapore 059763 Singapore","Central Area/City Area,0.5 km from Chinatown",+65 6786 6388,"1.287100,103.845100","DetailsPRICE RANGES$8 - S$21CUISINESThai, Asian, Diner, Street FoodMealsLunch, Dinner, After-hours, DrinksView all detailsfeatures, about"
1766. Delhi6,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15684967-Reviews-Delhi6-Singapore.html,"Indian, Bar",4.5,"22 Race Course Road Second Level, Singapore 218547 Singapore",0.2 km from Little India,+65 9223 1174,"1.307632,103.850433","DetailsPRICE RANGES$3 - S$15CUISINESIndian, Bar, Afghani, Middle EasternMealsDinnerView all detailsfeatures, about"
1767. Sun's Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425040-Reviews-Sun_s_Cafe-Singapore.html,"Asian, Singaporean",3.5,"101 Victoria Street Hotel Grand Pacific Hotel Grand Pacific, Singapore 188018 Singapore","Central Area/City Area,0.4 km from City Hall Building",+65 6336 0811,"1.296869,103.853149","DetailsPRICE RANGES$14 - S$70CUISINESAsian, Singaporean, InternationalMealsBreakfast, Lunch, DinnerView all detailsfeatures, about"
1768. Co Hai Banh Mi,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12590718-Reviews-Co_Hai_Banh_Mi-Singapore.html,"Asian, Vietnamese",4,"359 Beach Road, Singapore 199575 Singapore","Central Area/City Area,1.3 km from Little India",+65 6291 6435,"1.301344,103.862000","Food and ambienceAsian, Vietnamese, Vegetarian Friendly, Vegan OptionsUnder the radar place for good pho & banh miPrices may not be the cheapest by more importantly, the banh mi is delicious.Great Banh Mi and Pho"
1769. The Disgruntled Brasserie,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8659165-Reviews-The_Disgruntled_Brasserie-Singapore.html,European,4,"28 Ann Siang Road The Club The Club, Singapore 069708 Singapore","Central Business District,0.3 km from Chinatown",+65 6808 2184,"1.280559,103.845802","DetailsCUISINESEuropeanMealsDinner, Breakfast, LunchFEATURESReservations, Seating, Serves Alcohol, Table ServiceView all detailsfeatures, about"
1770. J Bistro @ 45 Syed Alwi,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17640559-Reviews-J_Bistro_45_Syed_Alwi-Singapore.html,"Indian, Asian",4.5,"45 Syed Alwi Road, Singapore 207636 Singapore",0.8 km from Little India,+65 9883 9267,"1.307120,103.858139","DetailsPRICE RANGES$5 - S$24CUISINESIndian, Asian, Fusion, Italian, Seafood, Barbecue, Pub, Wine BarMealsLunch, Dinner, Brunch, After-hours, DrinksView all detailsfeatures, about"
Cafe Aster,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17526789-Reviews-Cafe_Aster-Singapore.html,"Cafe, Deli",3,"18 Marina Gardens Drive #01-21 Gardens By the Bay, Singapore 018953 Singapore",0.9 km from Marina Bay,+65 6513 3510,"1.281431,103.861259","DetailsCUISINESCafe, DeliMealsBreakfast, Lunch, Dinner, Brunch, DrinksView all detailsabout"
NOX - Dine in the Dark,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4611806-Reviews-NOX_Dine_in_the_Dark-Singapore.html,"European, Fusion",4.5,"269 Beach Road, Singapore 199546 Singapore","Central Area/City Area,0.1 km from Arab Street",+65 6298 0708,"1.300524,103.860275","DetailsCUISINESEuropean, FusionSpecial DietsVegetarian Friendly, Vegan Options, Gluten Free OptionsMealsDinner, After-hoursView all detailsmeals, features, about"
1771. La Petite Cuisine,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d789716-Reviews-La_Petite_Cuisine-Singapore.html,"French, European",3.5,"10 Jalan Serene #01-05 Serene Centre, Singapore 258748 Singapore","Tanglin,1.7 km from Singapore Botanic Gardens",+65 6314 3173,"1.322799,103.813530","DetailsPRICE RANGES$7 - S$14CUISINESFrench, EuropeanMealsLunch, DinnerView all detailsfeatures"
1772. Nagercoil Arya Bhavan,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15688426-Reviews-Nagercoil_Arya_Bhavan-Singapore.html,"Indian, Cafe",4.5,"18 Verdun Roar, #01-01CRU Centre (Opp Mustafa Travels) Near City Square Mall, Singapore 207280 Singapore",0.7 km from Little India,+65 6293 6835,"1.310288,103.856377","DetailsPRICE RANGES$8 - S$20CUISINESIndian, Cafe, Asian, HealthySpecial DietsVegan Options, Vegetarian FriendlyView all detailsmeals, features, about"
1773. Trattoria 33,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7253843-Reviews-Trattoria_33-Singapore.html,"Italian, European",4,"33 Cuppage Road Cuppage Terrace, Singapore 229458 Singapore","Somerset,0.2 km from Orchard Road",+65 6836 5738,"1.302135,103.840439","DetailsCUISINESItalian, EuropeanSpecial DietsVegetarian FriendlyMealsLunch, DinnerView all detailsmeals, features"
1774. Coocaca,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13956191-Reviews-Coocaca-Singapore.html,"International, Healthy",4.5,"541 Orchard Road Liat Towers #01-K1 Liat Towers, Singapore 238881 Singapore","Boulevard,1.5 km from Singapore Botanic Gardens",+65 9711 5081,"1.305257,103.831139","DetailsPRICE RANGES$6 - S$15CUISINESInternational, Healthy, South AmericanSpecial DietsVegetarian Friendly, Vegan OptionsView all detailsmeals, features, about"
1775. Little Vietnam,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3799851-Reviews-Little_Vietnam-Singapore.html,"Asian, Vietnamese",3.5,"511 Guillemard Road Grandlink Square 01-25 Grandlink Square, Singapore 399849 Singapore","Aljunied,2.1 km from East Coast Park",+65 6547 8587,"1.314180,103.892014","DetailsCUISINESAsian, VietnameseMealsDinner, LunchFEATURESTakeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table ServiceView all detailsfeatures"
Kafe Utu,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15777356-Reviews-Kafe_Utu-Singapore.html,"African, Bar",4.5,"12 Jiak Chuan Road, Singapore 089265 Singapore",0.4 km from Chinatown,+65 6996 3937,"1.279847,103.841942","Mentioned in10 of the 'most Instagrammable' cafes in the worldinsider.comBy Business InsiderFood and ambienceAfrican, Bar, Cafe, International, Pub, AustralianWhen we asked the waiter, he retorted the bartender decided late to do it whi...The bartender was amazing and prepared really beautiful cocktails.We had the boozy shakes to go with the Swahili fish curry, Liberian peanut ch..."
1776. Hinata,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13283545-Reviews-Hinata-Singapore.html,"Japanese, Sushi",4,"11 Unity Street Robertson Walk Robertson Walk, Singapore 237995 Singapore","Robertson Quay,0.9 km from National Museum of Singapore",,"1.292111,103.841667","DetailsCUISINESJapanese, Sushi, AsianSpecial DietsVegetarian FriendlyMealsLunch, DinnerView all detailsmeals, features"
1777. Genki Sushi,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424601-Reviews-Genki_Sushi-Singapore.html,"Japanese, Sushi",4,"133 New Bridge Road Chinatown Point Ste #02-33 Chinatown Point, Singapore 059413 Singapore","Outram,0.3 km from Chinatown",+65 6702 0900,"1.285160,103.844849","DetailsCUISINESJapanese, Sushi, AsianMealsLunch, DinnerFEATURESTakeout, SeatingView all detailsfeatures"
1778. Old Street Bak Kut Teh,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8737439-Reviews-Old_Street_Bak_Kut_Teh-Singapore.html,"Chinese, Soups",3.5,"NEX Shopping Mall #B2-50/51, 23 Serangoon Central, Singapore 556083 Singapore",Serangoon,,"1.351150,103.872681","DetailsCUISINESChinese, Soups, Singaporean, AsianMealsLunch, Dinner, BrunchFEATURESTakeout, Seating, Wheelchair Accessible, ReservationsView all detailsfeatures"
1779. Hong Heng Fried Sotong Prawn Mee,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424193-Reviews-Hong_Heng_Fried_Sotong_Prawn_Mee-Singapore.html,"Chinese, Asian",4,"30 Seng Poh Road Tiong Bahru Market, #02-01, Singapore 168898 Singapore","Bukit Merah,1.3 km from Chinatown",,"1.284730,103.832451","DetailsCUISINESChinese, AsianMealsLunch, DinnerView all details"
1780. Restaurant Sela,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6856386-Reviews-Restaurant_Sela-Singapore.html,"European, Fusion",4,"32 Seah Street, Singapore 188388 Singapore","Central Area/City Area,0.4 km from City Hall Building",+65 6337 6358,"1.296039,103.854706","DetailsCUISINESEuropean, FusionMealsDinner, Lunch, BrunchFEATURESReservations, Seating, Serves Alcohol, Table ServiceView all detailsfeatures"
Ms Durian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d18840760-Reviews-Ms_Durian-Singapore.html,"Cafe, Asian",5,"51 Upper Serangoon Road #01-70 the Poiz Centre The Poiz Centre, Singapore 347697 Singapore",,,"1.332193,103.868896","DetailsPRICE RANGES$5 - S$90CUISINESCafe, Asian, SingaporeanMealsLunch, Dinner, DrinksView all detailsfeatures, about"
1781. No. 5 Emerald Hill,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2538725-Reviews-No_5_Emerald_Hill-Singapore.html,"Bar, Pub",3.5,"5 Emerald Hill Road, Singapore 229289 Singapore","Emerald Hill,0.1 km from Orchard Road",+65 6732 0818,"1.301801,103.839066","DetailsCUISINESBar, PubMealsAfter-hours, DrinksFEATURESOutdoor Seating, Seating, Serves Alcohol, Full Bar, Table ServiceView all detailsfeatures"
